# stamp_est0 stamp_est1 stamp_gt0 stamp_gt1 trans_error rot_error trans_relative_pose_gt rot_relative_pose_gt
7145.831721 7145.868584 7145.830000 7145.870000 0.000787 0.002342 0.018687 0.021545
7145.868584 7145.905447 7145.870000 7145.910000 0.004161 0.004465 0.019242 0.017411
7145.905447 7145.942311 7145.910000 7145.940000 0.005111 0.003989 0.014712 0.016695
7145.942311 7145.979174 7145.940000 7145.980000 0.002930 0.005157 0.019705 0.025288
7145.979174 7146.016038 7145.980000 7146.020000 0.024585 0.019570 0.019199 0.019039
7146.016038 7146.052901 7146.020000 7146.050000 0.002747 0.002992 0.014145 0.013273
7146.052901 7146.089765 7146.050000 7146.090000 0.002882 0.002344 0.018431 0.020598
7146.089765 7146.126628 7146.090000 7146.130000 0.006091 0.005369 0.017774 0.022367
7146.126628 7146.163491 7146.130000 7146.160000 0.005171 0.004461 0.013004 0.013809
7146.163491 7146.200355 7146.160000 7146.200000 0.002160 0.003620 0.017614 0.014392
7146.200355 7146.237218 7146.200000 7146.240000 0.003291 0.002415 0.017825 0.011530
7146.237218 7146.274082 7146.240000 7146.270000 0.004195 0.002392 0.013390 0.007084
7146.274082 7146.310945 7146.270000 7146.310000 0.001822 0.001180 0.018693 0.006788
7146.310945 7146.347809 7146.310000 7146.350000 0.002583 0.001904 0.019863 0.002460
7146.347809 7146.384672 7146.350000 7146.380000 0.006645 0.002012 0.015764 0.000262
7146.384672 7146.421535 7146.380000 7146.420000 0.011445 0.008511 0.022114 0.002241
7146.421535 7146.458399 7146.420000 7146.460000 0.005774 0.005267 0.022806 0.005052
7146.458399 7146.495262 7146.460000 7146.500000 0.006455 0.003685 0.023663 0.007610
7146.495262 7146.532126 7146.500000 7146.530000 0.113401 0.070381 0.018452 0.006796
7146.532126 7146.568989 7146.530000 7146.570000 0.061023 0.046814 0.025291 0.009435
7146.568989 7146.605852 7146.570000 7146.610000 0.002090 0.001506 0.025431 0.009292
7146.605852 7146.642716 7146.610000 7146.640000 0.007834 0.002862 0.018988 0.006323
7146.642716 7146.679579 7146.640000 7146.680000 0.003374 0.000842 0.024986 0.007457
7146.679579 7146.716443 7146.680000 7146.720000 0.005990 0.005230 0.024386 0.017587
